sample	experiment	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
04052017-C01	04052017	C01	1	0.695529872	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C02	04052017	C02	0	0.112247689	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C03	04052017	C03	1	0.953305907	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C04	04052017	C04	1	0.003799522	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C05	04052017	C05	1	1.157526907	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C06	04052017	C06	1	1.216527048	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C07	04052017	C07	1	0.392659877	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C08	04052017	C08	0	0.05576308	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C09	04052017	C09	1	0.52082735	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C10	04052017	C10	1	1.191007661	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C11	04052017	C11	1	0.906982682	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-C12	04052017	C12	1	1.221878959	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D01	04052017	D01	1	1.033116595	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D02	04052017	D02	1	0.687907552	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D03	04052017	D03	1	1.14517165	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D04	04052017	D04	1	1.395555929	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D05	04052017	D05	1	2.225671311	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D06	04052017	D06	1	0.984414751	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D07	04052017	D07	0	0.220174212	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D08	04052017	D08	1	0.95421058	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D09	04052017	D09	1	0.559750539	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D10	04052017	D10	1	1.260314692	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D11	04052017	D11	1	1.211390634	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-D12	04052017	D12	1	0.87047258	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E01	04052017	E01	1	0.727355941	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E02	04052017	E02	1	0.677366534	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E03	04052017	E03	1	0.877478974	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E04	04052017	E04	1	1.178638763	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E05	04052017	E05	1	0.675571064	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E06	04052017	E06	0	0.026521167	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E07	04052017	E07	1	0.793847564	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E08	04052017	E08	1	0.299608494	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E09	04052017	E09	1	0.717669205	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E10	04052017	E10	1	0.09194373	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E11	04052017	E11	1	0.327865275	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-E12	04052017	E12	1	0.47391347	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F01	04052017	F01	1	0.3287788	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F02	04052017	F02	1	0.319969543	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F03	04052017	F03	1	0.116834026	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F04	04052017	F04	1	0.599998551	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F05	04052017	F05	1	0.237922685	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F06	04052017	F06	0	0.049864545	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F07	04052017	F07	1	0.599563716	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F08	04052017	F08	0	0	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F09	04052017	F09	1	0.724103308	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F10	04052017	F10	1	0.430939355	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F11	04052017	F11	1	0.540612588	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-F12	04052017	F12	1	0.041883577	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G01	04052017	G01	1	0.610877611	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G02	04052017	G02	1	0.386599373	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G03	04052017	G03	1	0.812929824	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G04	04052017	G04	1	0.531432827	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G05	04052017	G05	1	0.889468538	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G06	04052017	G06	1	0.397858142	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G07	04052017	G07	1	0.885829998	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G08	04052017	G08	1	0.753854783	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G09	04052017	G09	1	0.875961021	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G10	04052017	G10	1	1.037952738	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G11	04052017	G11	1	1.109670955	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-G12	04052017	G12	1	1.010627711	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H01	04052017	H01	1	0.439413138	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H02	04052017	H02	1	0.709760545	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H03	04052017	H03	1	0.68916708	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H04	04052017	H04	1	1.165816508	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H05	04052017	H05	1	1.098142464	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H06	04052017	H06	1	1.111366016	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H07	04052017	H07	1	0.822252592	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H08	04052017	H08	1	0.99198421	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H09	04052017	H09	1	1.070336199	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H10	04052017	H10	1	0.600275333	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H11	04052017	H11	1	0.668425988	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
04052017-H12	04052017	H12	1	0.23669095	TRUE	NA18502	NA18505	NA18520	NA18522	50000	50	NA	2
