sample	chip_id	chipmix	freemix	snps	reads	avg_dp	min_dp	snps_w_min
03162017-A01_S193	NA19098	0.29581	0.16808	311848	718	0.00	1	589
03162017-A02_S194	NA18505	0.13881	0.05019	311848	3274	0.01	1	1874
03162017-A03_S195	NA18856	0.70950	0.00000	311848	290	0.00	1	263
03162017-A04_S196	NA19098	0.23550	0.24901	311848	789	0.00	1	477
03162017-A05_S197	NA18520	0.59094	0.29020	311848	536	0.00	1	415
03162017-A06_S198	NA18520	0.18003	0.12005	311848	2984	0.01	1	1751
03162017-A07_S199	NA19098	0.12541	0.06535	311848	2622	0.01	1	1406
03162017-A08_S200	NA18505	0.15394	0.07414	311848	2885	0.01	1	1673
03162017-A09_S201	NA18505	0.13328	0.07912	311848	3229	0.01	1	1941
03162017-A10_S202	NA18520	0.19454	0.10782	311848	2500	0.01	1	1517
03162017-A11_S203	NA18520	0.67123	0.11641	311848	563	0.00	1	432
03162017-A12_S204	NA18520	0.18206	0.05051	311848	2134	0.01	1	1381
03162017-B01_S205	NA19098	0.20116	0.14293	311848	2772	0.01	1	1603
03162017-B02_S206	NA18505	0.56362	0.49992	311848	824	0.00	1	581
03162017-B03_S207	NA18520	0.25411	0.11181	311848	3431	0.01	1	2115
03162017-B04_S208	NA18520	0.63323	0.00000	311848	272	0.00	1	226
03162017-B05_S209	NA18520	0.28210	0.19099	311848	1797	0.01	1	1136
03162017-B06_S210	NA18523	0.33885	0.00000	311848	167	0.00	1	151
03162017-B07_S211	NA18852	0.18673	0.08609	311848	2722	0.01	1	1613
03162017-B08_S212	NA18505	0.72232	0.00000	311848	486	0.00	1	354
03162017-B09_S213	NA18852	0.23443	0.04793	311848	3374	0.01	1	1776
03162017-B10_S214	NA18520	0.15869	0.15528	311848	2581	0.01	1	1549
03162017-B11_S215	NA18505	0.40573	0.23573	311848	4997	0.02	1	2868
03162017-B12_S216	NA18505	0.16949	0.10948	311848	2690	0.01	1	1455
03162017-C01_S217	NA18520	0.26178	0.49992	311848	536	0.00	1	425
03162017-C02_S218	NA18520	0.18106	0.12771	311848	3651	0.01	1	1966
03162017-C03_S219	NA18505	0.21982	0.17729	311848	3135	0.01	1	1754
03162017-C04_S220	NA18520	0.18395	0.05183	311848	2779	0.01	1	1569
03162017-C05_S221	NA19098	0.20458	0.15798	311848	2855	0.01	1	1442
03162017-C06_S222	NA18852	0.13121	0.10875	311848	3229	0.01	1	1778
03162017-C07_S223	NA18505	0.38194	0.16574	311848	3441	0.01	1	1853
03162017-C08_S224	NA18852	0.42309	0.13572	311848	546	0.00	1	445
03162017-C09_S225	NA18520	0.29634	0.09267	311848	2514	0.01	1	1349
03162017-C10_S226	NA18520	0.24873	0.05793	311848	3075	0.01	1	1697
03162017-C11_S227	NA18852	0.22596	0.14660	311848	1957	0.01	1	1070
03162017-C12_S228	NA19098	0.37510	0.19951	311848	1313	0.00	1	1006
03162017-D01_S229	NA18505	0.08536	0.04088	311848	4893	0.02	1	2533
03162017-D02_S230	NA19098	0.11326	0.16746	311848	945	0.00	1	543
03162017-D03_S231	NA18852	0.17613	0.06278	311848	2654	0.01	1	1488
03162017-D04_S232	NA19098	0.35047	0.14687	311848	1718	0.01	1	1122
03162017-D05_S233	NA19098	0.47346	0.08777	311848	703	0.00	1	501
03162017-D06_S234	NA18520	0.06765	0.06533	311848	2254	0.01	1	1380
03162017-D07_S235	NA18505	0.20200	0.00000	311848	595	0.00	1	430
03162017-D08_S236	NA18852	0.38141	0.22218	311848	816	0.00	1	557
03162017-D09_S237	NA18505	0.30997	0.18117	311848	1565	0.01	1	961
03162017-D10_S238	NA18505	0.13950	0.09446	311848	3001	0.01	1	1675
03162017-D11_S239	NA19098	0.12287	0.11926	311848	2330	0.01	1	1402
03162017-D12_S240	NA18852	0.15329	0.05884	311848	2722	0.01	1	1500
03162017-E01_S241	NA19098	0.29604	0.10489	311848	379	0.00	1	268
03162017-E02_S242	NA19098	0.23834	0.19415	311848	834	0.00	1	574
03162017-E03_S243	NA18520	0.22768	0.11592	311848	412	0.00	1	309
03162017-E04_S244	NA18520	0.22863	0.18400	311848	1790	0.01	1	1014
03162017-E05_S245	NA18852	0.19557	0.05264	311848	1976	0.01	1	1170
03162017-E06_S246	NA19098	0.57704	0.00000	311848	353	0.00	1	294
03162017-E07_S247	NA18852	0.29036	0.49992	311848	213	0.00	1	183
03162017-E08_S248	NA18505	0.43489	0.22744	311848	428	0.00	1	314
03162017-E09_S249	NA18520	0.59906	0.13441	311848	252	0.00	1	201
03162017-E10_S250	NA19098	0.44823	0.25327	311848	962	0.00	1	574
03162017-E11_S251	NA18852	0.32300	0.30037	311848	774	0.00	1	618
03162017-E12_S252	NA18505	0.15374	0.06016	311848	2334	0.01	1	1299
03162017-F01_S253	NA18520	0.18838	0.13329	311848	586	0.00	1	423
03162017-F02_S254	NA18505	0.35861	0.00000	311848	277	0.00	1	229
03162017-F03_S255	NA18520	0.29438	0.24530	311848	362	0.00	1	286
03162017-F04_S256	NA19098	0.22597	0.16179	311848	568	0.00	1	387
03162017-F05_S257	NA18852	0.12237	0.09260	311848	3308	0.01	1	1904
03162017-F06_S258	NA19098	0.09906	0.11309	311848	2839	0.01	1	1607
03162017-F07_S259	NA19117	0.00010	0.05004	311848	32	0.00	1	32
03162017-F08_S260	NA18520	0.48192	0.00000	311848	141	0.00	1	122
03162017-F09_S261	NA18520	0.29025	0.00000	311848	187	0.00	1	150
03162017-F10_S262	NA19144	0.54304	0.49992	311848	156	0.00	1	137
03162017-F11_S263	NA18852	0.11671	0.03959	311848	2509	0.01	1	1490
03162017-F12_S264	NA19098	0.14765	0.08470	311848	3260	0.01	1	1743
03162017-G01_S265	NA19098	0.31195	0.18165	311848	957	0.00	1	605
03162017-G02_S266	NA18520	0.12466	0.17578	311848	971	0.00	1	684
03162017-G03_S267	NA19098	0.19220	0.26162	311848	593	0.00	1	449
03162017-G04_S268	NA19098	0.23838	0.14898	311848	2471	0.01	1	1351
03162017-G05_S269	NA18505	0.05622	0.04426	311848	2583	0.01	1	1359
03162017-G06_S270	NA19098	0.11560	0.02943	311848	2984	0.01	1	1627
03162017-G07_S271	NA18505	0.37991	0.24069	311848	636	0.00	1	415
03162017-G08_S272	NA18505	0.25031	0.08833	311848	325	0.00	1	244
03162017-G09_S273	NA18520	0.32080	0.49992	311848	515	0.00	1	314
03162017-G10_S274	NA18852	0.28893	0.00000	311848	110	0.00	1	89
03162017-G11_S275	NA19175	0.46774	0.49992	311848	137	0.00	1	117
03162017-G12_S276	NA18520	0.19962	0.18628	311848	1248	0.00	1	774
03162017-H01_S277	NA18520	0.13039	0.16642	311848	752	0.00	1	493
03162017-H02_S278	NA18505	0.56582	0.00000	311848	293	0.00	1	243
03162017-H03_S279	NA18520	0.12868	0.06370	311848	1736	0.01	1	1111
03162017-H04_S280	NA19098	0.48959	0.00000	311848	561	0.00	1	476
03162017-H05_S281	NA19098	0.57119	0.49992	311848	278	0.00	1	222
03162017-H06_S282	NA18502	0.55357	0.49992	311848	251	0.00	1	189
03162017-H07_S283	NA19098	0.28952	0.49992	311848	496	0.00	1	391
03162017-H08_S284	NA19098	0.12397	0.14953	311848	1427	0.00	1	783
03162017-H09_S285	NA18520	0.24475	0.00000	311848	538	0.00	1	412
03162017-H10_S286	NA18505	0.08181	0.07303	311848	2497	0.01	1	1471
03162017-H11_S287	NA19098	0.09526	0.08774	311848	3016	0.01	1	1770
03162017-H12_S288	NA18488	0.32321	0.00000	311848	121	0.00	1	101
03172017-A01_S385	NA18505	0.29659	0.12419	311848	1019	0.00	1	846
03172017-A02_S386	NA18505	0.07864	0.06952	311848	4432	0.01	1	2075
03172017-A03_S387	NA19098	0.10689	0.09151	311848	6982	0.02	1	3152
03172017-A04_S388	NA18852	0.18789	0.10856	311848	4505	0.01	1	2109
03172017-A05_S389	NA19098	0.38349	0.11138	311848	1354	0.00	1	949
03172017-A06_S390	NA18852	0.12515	0.10629	311848	5330	0.02	1	2460
03172017-A07_S391	NA18505	0.14114	0.09828	311848	3451	0.01	1	1517
03172017-A08_S392	NA18502	0.38291	0.30246	311848	1583	0.01	1	1178
03172017-A09_S393	NA19098	0.16130	0.08373	311848	4193	0.01	1	1967
03172017-A10_S394	NA19098	0.63964	0.13629	311848	912	0.00	1	642
03172017-A11_S395	NA18502	0.22139	0.06244	311848	4833	0.02	1	2290
03172017-A12_S396	NA18505	0.16803	0.13804	311848	3331	0.01	1	1640
03172017-B01_S397	NA18852	0.57985	0.23272	311848	6711	0.02	1	3038
03172017-B02_S398	NA18852	0.21954	0.11018	311848	4060	0.01	1	1950
03172017-B03_S399	NA18505	0.23114	0.09053	311848	3389	0.01	1	1593
03172017-B04_S400	NA18502	0.14472	0.10943	311848	5171	0.02	1	2446
03172017-B05_S401	NA18852	0.40149	0.09050	311848	1042	0.00	1	734
03172017-B06_S402	NA18852	0.22349	0.12514	311848	775	0.00	1	592
03172017-B07_S403	NA18505	0.09559	0.05605	311848	4866	0.02	1	2157
03172017-B08_S404	NA19098	0.13980	0.02919	311848	4517	0.01	1	2106
03172017-B09_S405	NA18502	0.16078	0.07974	311848	4504	0.01	1	2102
03172017-B10_S406	NA19098	0.13538	0.10317	311848	3968	0.01	1	1730
03172017-B11_S407	NA18505	0.15079	0.08773	311848	3589	0.01	1	1784
03172017-B12_S408	NA18502	0.33041	0.06033	311848	4056	0.01	1	1837
03172017-C01_S409	NA18505	0.36651	0.09102	311848	1043	0.00	1	788
03172017-C02_S410	NA18502	0.16153	0.07982	311848	5541	0.02	1	2651
03172017-C03_S411	NA19098	0.07469	0.04111	311848	5964	0.02	1	2770
03172017-C04_S412	NA19098	0.24698	0.13781	311848	3418	0.01	1	1642
03172017-C05_S413	NA18852	0.28959	0.07537	311848	5094	0.02	1	2477
03172017-C06_S414	NA18502	0.21828	0.11396	311848	4468	0.01	1	2189
03172017-C07_S415	NA18505	0.34842	0.16430	311848	2621	0.01	1	1364
03172017-C08_S416	NA18505	0.24315	0.13142	311848	3500	0.01	1	1620
03172017-C09_S417	NA18502	0.28467	0.08212	311848	2440	0.01	1	1341
03172017-C10_S418	NA19098	0.62769	0.49992	311848	311	0.00	1	257
03172017-C11_S419	NA18523	0.68344	0.00000	311848	377	0.00	1	305
03172017-C12_S420	NA19098	0.33238	0.00000	311848	768	0.00	1	583
03172017-D01_S421	NA19098	0.20686	0.08434	311848	4437	0.01	1	2150
03172017-D02_S422	NA18852	0.13897	0.08319	311848	4345	0.01	1	2023
03172017-D03_S423	NA18502	0.40735	0.03398	311848	886	0.00	1	685
03172017-D04_S424	NA18852	0.74123	0.17392	311848	1007	0.00	1	622
03172017-D05_S425	NA18505	0.56030	0.22804	311848	633	0.00	1	453
03172017-D06_S426	NA18505	0.19567	0.11293	311848	3549	0.01	1	1754
03172017-D07_S427	NA18502	0.33521	0.18080	311848	2490	0.01	1	1304
03172017-D08_S428	NA18505	0.54157	0.10882	311848	780	0.00	1	564
03172017-D09_S429	NA18505	0.21024	0.09445	311848	3322	0.01	1	1683
03172017-D10_S430	NA19098	0.10305	0.06208	311848	5375	0.02	1	2509
03172017-D11_S431	NA18505	0.16361	0.11760	311848	1957	0.01	1	1006
03172017-D12_S432	NA18502	0.54336	0.20730	311848	6925	0.02	1	3540
03172017-E01_S433	NA19098	0.10996	0.05941	311848	4599	0.01	1	2047
03172017-E02_S434	NA18852	0.09777	0.05087	311848	3128	0.01	1	1587
03172017-E03_S435	NA18505	0.12893	0.10566	311848	5044	0.02	1	2395
03172017-E04_S436	NA19098	0.32856	0.07503	311848	1068	0.00	1	685
03172017-E05_S437	NA19098	0.09913	0.03002	311848	3891	0.01	1	1872
03172017-E06_S438	NA18502	0.21876	0.07857	311848	4234	0.01	1	2011
03172017-E07_S439	NA18852	0.19736	0.06654	311848	3818	0.01	1	1859
03172017-E08_S440	NA19098	0.10159	0.04797	311848	4615	0.01	1	2186
03172017-E09_S441	NA18505	0.11707	0.04565	311848	3492	0.01	1	1504
03172017-E10_S442	NA18505	0.16688	0.10270	311848	3895	0.01	1	1923
03172017-E11_S443	NA18502	0.26750	0.12764	311848	3995	0.01	1	1863
03172017-E12_S444	NA18502	0.51558	0.31101	311848	1357	0.00	1	936
03172017-F01_S445	NA19098	0.21373	0.14450	311848	4052	0.01	1	2027
03172017-F02_S446	NA19098	0.13677	0.08477	311848	6503	0.02	1	2793
03172017-F03_S447	NA18852	0.60906	0.18214	311848	1130	0.00	1	833
03172017-F04_S448	NA19098	0.31019	0.11482	311848	1317	0.00	1	861
03172017-F05_S449	NA19098	0.09635	0.04923	311848	5395	0.02	1	2403
03172017-F06_S450	NA18505	0.16155	0.07804	311848	4503	0.01	1	2068
03172017-F07_S451	NA18505	0.23941	0.11127	311848	3917	0.01	1	1728
03172017-F08_S452	NA18852	0.20117	0.07130	311848	2972	0.01	1	1358
03172017-F09_S453	NA18502	0.20087	0.10871	311848	3953	0.01	1	1734
03172017-F10_S454	NA19098	0.18000	0.12099	311848	3787	0.01	1	1645
03172017-F11_S455	NA19098	0.61513	0.39925	311848	332	0.00	1	262
03172017-F12_S456	NA19098	0.11420	0.06642	311848	5071	0.02	1	2223
03172017-G01_S457	NA18502	0.73541	0.00000	311848	467	0.00	1	337
03172017-G02_S458	NA18502	0.63071	0.25404	311848	744	0.00	1	558
03172017-G03_S459	NA19098	0.27471	0.13293	311848	4985	0.02	1	2436
03172017-G04_S460	NA18505	0.14464	0.10363	311848	3818	0.01	1	1817
03172017-G05_S461	NA19098	0.46473	0.49992	311848	214	0.00	1	179
03172017-G06_S462	NA18502	0.14096	0.06166	311848	4457	0.01	1	2056
03172017-G07_S463	NA18502	0.23332	0.20272	311848	2850	0.01	1	1325
03172017-G08_S464	NA19098	0.53772	0.09545	311848	844	0.00	1	594
03172017-G09_S465	NA18505	0.28312	0.08981	311848	3432	0.01	1	1735
03172017-G10_S466	NA19098	0.22570	0.20689	311848	1417	0.00	1	930
03172017-G11_S467	NA19098	0.30980	0.12539	311848	1128	0.00	1	855
03172017-G12_S468	NA18505	0.13000	0.08672	311848	4230	0.01	1	1908
03172017-H01_S469	NA18502	0.23916	0.11959	311848	1097	0.00	1	622
03172017-H02_S470	NA18852	0.42619	0.00000	311848	996	0.00	1	799
03172017-H03_S471	NA19098	0.35798	0.16974	311848	833	0.00	1	591
03172017-H04_S472	NA19239	0.73661	0.00000	311848	391	0.00	1	303
03172017-H05_S473	NA18502	0.17589	0.07708	311848	5526	0.02	1	2598
03172017-H06_S474	NA18505	0.17597	0.10065	311848	3631	0.01	1	1748
03172017-H07_S475	NA18502	0.24339	0.10299	311848	4827	0.02	1	2165
03172017-H08_S476	NA19098	0.40820	0.28358	311848	1065	0.00	1	780
03172017-H09_S477	NA18852	0.38196	0.13352	311848	1928	0.01	1	1174
03172017-H10_S478	NA18505	0.22786	0.07230	311848	3586	0.01	1	1755
03172017-H11_S479	NA18852	0.17500	0.06664	311848	3318	0.01	1	1600
03172017-H12_S480	NA19098	0.08741	0.03371	311848	3966	0.01	1	1894
03232017-A01_S577	NA18852	0.53128	0.35844	311848	4526	0.01	1	2157
03232017-A02_S578	NA18505	0.04129	0.05869	311848	4217	0.01	1	2010
03232017-A03_S579	NA18505	0.09069	0.09266	311848	3808	0.01	1	1802
03232017-A04_S580	NA18520	0.06511	0.08141	311848	4902	0.02	1	2334
03232017-A05_S581	NA18520	0.05037	0.04381	311848	4723	0.02	1	2428
03232017-A06_S582	NA18852	0.08652	0.06668	311848	4868	0.02	1	2334
03232017-A07_S583	NA18502	0.11898	0.06752	311848	3464	0.01	1	1725
03232017-A08_S584	NA18502	0.11820	0.09680	311848	4439	0.01	1	2130
03232017-A09_S585	NA18520	0.06328	0.02827	311848	4584	0.01	1	2313
03232017-A10_S586	NA18852	0.42438	0.49992	311848	80	0.00	1	70
03232017-A11_S587	NA18502	0.15980	0.09339	311848	4613	0.01	1	2145
03232017-A12_S588	NA18502	0.08818	0.02435	311848	4593	0.01	1	2194
03232017-B01_S589	NA18520	0.06598	0.05901	311848	3632	0.01	1	1720
03232017-B02_S590	NA18852	0.35562	0.17223	311848	6423	0.02	1	2991
03232017-B03_S591	NA18502	0.49105	0.21350	311848	5478	0.02	1	2630
03232017-B04_S592	NA18502	0.17933	0.09234	311848	4000	0.01	1	1960
03232017-B05_S593	NA18505	0.07923	0.04534	311848	3782	0.01	1	1862
03232017-B06_S594	NA18505	0.10100	0.10382	311848	3646	0.01	1	1813
03232017-B07_S595	NA18520	0.56665	0.49992	311848	108	0.00	1	95
03232017-B08_S596	NA18502	0.07031	0.00940	311848	6521	0.02	1	2927
03232017-B09_S597	NA18852	0.50988	0.24591	311848	6845	0.02	1	3078
03232017-B10_S598	NA18505	0.51175	0.22940	311848	4774	0.02	1	2705
03232017-B11_S599	NA18852	0.11769	0.10790	311848	3040	0.01	1	1509
03232017-B12_S600	NA18520	0.36405	0.18448	311848	4595	0.01	1	2121
03232017-C01_S601	NA18502	0.58678	0.25177	311848	8153	0.03	1	3535
03232017-C02_S602	NA18504	0.00010	0.00000	311848	78	0.00	1	76
03232017-C03_S603	NA18520	0.10036	0.12863	311848	4371	0.01	1	2109
03232017-C04_S604	NA18520	0.04945	0.06704	311848	5659	0.02	1	2698
03232017-C05_S605	NA18502	0.21481	0.00000	311848	881	0.00	1	672
03232017-C06_S606	NA18502	0.20592	0.13807	311848	894	0.00	1	542
03232017-C07_S607	NA18502	0.57867	0.24497	311848	5718	0.02	1	2619
03232017-C08_S608	NA18502	0.27343	0.49992	311848	789	0.00	1	652
03232017-C09_S609	NA18520	0.55657	0.24822	311848	8170	0.03	1	3571
03232017-C10_S610	NA18505	0.08931	0.09279	311848	3833	0.01	1	1869
03232017-C11_S611	NA18502	0.49901	0.23777	311848	6198	0.02	1	2810
03232017-C12_S612	NA18520	0.09661	0.11890	311848	4693	0.02	1	2162
03232017-D01_S613	NA18502	0.45653	0.19803	311848	7428	0.02	1	3331
03232017-D02_S614	NA18502	0.50388	0.22584	311848	6282	0.02	1	2933
03232017-D03_S615	NA18520	0.47796	0.19575	311848	6769	0.02	1	3027
03232017-D04_S616	NA18520	0.04271	0.06928	311848	4890	0.02	1	2390
03232017-D05_S617	NA18852	0.25775	0.18471	311848	4732	0.02	1	2353
03232017-D06_S618	NA18502	0.08889	0.06211	311848	4740	0.02	1	2158
03232017-D07_S619	NA18520	0.06533	0.05018	311848	6450	0.02	1	2888
03232017-D08_S620	NA18502	0.11128	0.01043	311848	6507	0.02	1	2785
03232017-D09_S621	NA18852	0.38912	0.20228	311848	5559	0.02	1	2519
03232017-D10_S622	NA18852	0.08568	0.02681	311848	4695	0.02	1	2312
03232017-D11_S623	NA18502	0.11641	0.04659	311848	3419	0.01	1	1809
03232017-D12_S624	NA18852	0.05072	0.02351	311848	2561	0.01	1	1401
03232017-E01_S625	NA18520	0.45316	0.23992	311848	5890	0.02	1	2760
03232017-E02_S626	NA18520	0.06612	0.04023	311848	4765	0.02	1	2197
03232017-E03_S627	NA18520	0.09360	0.09703	311848	5519	0.02	1	2476
03232017-E04_S628	NA18502	0.45865	0.49992	311848	144	0.00	1	120
03232017-E05_S629	NA18502	0.18183	0.11104	311848	3593	0.01	1	1774
03232017-E06_S630	NA18502	0.14666	0.09240	311848	3730	0.01	1	1927
03232017-E07_S631	NA18502	0.54669	0.49993	311848	6944	0.02	1	3235
03232017-E08_S632	NA18520	0.06793	0.08430	311848	4806	0.02	1	2349
03232017-E09_S633	NA18852	0.12526	0.06253	311848	4457	0.01	1	2130
03232017-E10_S634	NA18502	0.48095	0.00000	311848	101	0.00	1	90
03232017-E11_S635	NA18520	0.03992	0.00955	311848	4042	0.01	1	1895
03232017-E12_S636	NA18852	0.09329	0.03152	311848	3874	0.01	1	1810
03232017-F01_S637	NA18852	0.36527	0.49992	311848	170	0.00	1	136
03232017-F02_S638	NA18505	0.05865	0.07304	311848	3852	0.01	1	1871
03232017-F03_S639	NA18852	0.17489	0.12288	311848	2480	0.01	1	1643
03232017-F04_S640	NA18502	0.16747	0.06922	311848	4462	0.01	1	2148
03232017-F05_S641	NA18502	0.11586	0.05369	311848	4643	0.01	1	2160
03232017-F06_S642	NA18505	0.04801	0.03595	311848	6164	0.02	1	3093
03232017-F07_S643	NA18505	0.51421	0.18599	311848	6359	0.02	1	3009
03232017-F08_S644	NA18502	0.52213	0.28467	311848	6079	0.02	1	2790
03232017-F09_S645	NA18516	0.15128	0.00000	311848	84	0.00	1	75
03232017-F10_S646	NA18502	0.12636	0.07267	311848	4189	0.01	1	1975
03232017-F11_S647	NA18520	0.10585	0.07677	311848	2631	0.01	1	1398
03232017-F12_S648	NA18520	0.07551	0.07762	311848	4815	0.02	1	2263
03232017-G01_S649	NA18520	0.09479	0.08923	311848	4024	0.01	1	1887
03232017-G02_S650	NA18852	0.14514	0.07382	311848	5196	0.02	1	2616
03232017-G03_S651	NA18520	0.08953	0.08615	311848	4970	0.02	1	2341
03232017-G04_S652	NA18502	0.52477	0.00000	311848	377	0.00	1	344
03232017-G05_S653	NA18520	0.28493	0.00000	311848	468	0.00	1	412
03232017-G06_S654	NA18502	0.10336	0.05291	311848	5588	0.02	1	2704
03232017-G07_S655	NA18852	0.53328	0.23735	311848	6693	0.02	1	2934
03232017-G08_S656	NA18852	0.10994	0.03982	311848	4240	0.01	1	2012
03232017-G09_S657	NA18505	0.11619	0.04942	311848	4303	0.01	1	1998
03232017-G10_S658	NA18520	0.07111	0.08378	311848	6043	0.02	1	2793
03232017-G11_S659	NA18502	0.16597	0.07697	311848	4444	0.01	1	2195
03232017-G12_S660	NA18520	0.04075	0.05448	311848	5819	0.02	1	2772
03232017-H01_S661	NA18523	0.58209	0.49992	311848	243	0.00	1	209
03232017-H02_S662	NA18502	0.13891	0.09140	311848	3820	0.01	1	1804
03232017-H03_S663	NA18505	0.12394	0.10072	311848	3764	0.01	1	1790
03232017-H04_S664	NA18852	0.09312	0.03472	311848	3342	0.01	1	1587
03232017-H05_S665	NA18502	0.22306	0.10846	311848	3707	0.01	1	1853
03232017-H06_S666	NA18502	0.56319	0.23451	311848	4178	0.01	1	2144
03232017-H07_S667	NA18505	0.47860	0.22316	311848	5047	0.02	1	2375
03232017-H08_S668	NA18520	0.07364	0.09037	311848	2196	0.01	1	1342
03232017-H09_S669	NA18520	0.08831	0.08792	311848	5238	0.02	1	2457
03232017-H10_S670	NA18520	0.54505	0.00000	311848	120	0.00	1	113
03232017-H11_S671	NA18862	0.53927	0.00000	311848	119	0.00	1	101
03232017-H12_S672	NA18505	0.08166	0.06797	311848	2925	0.01	1	1446
03302017-A01_S769	NA19098	0.62525	0.00000	311848	483	0.00	1	375
03302017-A02_S770	NA18852	0.14163	0.05582	311848	3411	0.01	1	1778
03302017-A03_S771	NA19098	0.09403	0.09317	311848	4156	0.01	1	2111
03302017-A04_S772	NA18852	0.14195	0.13440	311848	2371	0.01	1	1185
03302017-A05_S773	NA19098	0.44400	0.14654	311848	420	0.00	1	343
03302017-A06_S774	NA18502	0.12774	0.02754	311848	3097	0.01	1	1590
03302017-A07_S775	NA18502	0.17422	0.08197	311848	3207	0.01	1	1592
03302017-A08_S776	NA18852	0.07955	0.03519	311848	2585	0.01	1	1299
03302017-A09_S777	NA18502	0.10850	0.07574	311848	2701	0.01	1	1429
03302017-A10_S778	NA18502	0.17764	0.07759	311848	2529	0.01	1	1393
03302017-A11_S779	NA19098	0.10353	0.07156	311848	3747	0.01	1	1800
03302017-A12_S780	NA18502	0.15964	0.06864	311848	2365	0.01	1	1296
03302017-B01_S781	NA18510	0.48686	0.00000	311848	199	0.00	1	166
03302017-B02_S782	NA18520	0.14691	0.11346	311848	2494	0.01	1	1352
03302017-B03_S783	NA18520	0.08051	0.07870	311848	3496	0.01	1	1750
03302017-B04_S784	NA18502	0.18968	0.09156	311848	3457	0.01	1	1798
03302017-B05_S785	NA18502	0.13313	0.07890	311848	2760	0.01	1	1353
03302017-B06_S786	NA18852	0.37200	0.00000	311848	386	0.00	1	302
03302017-B07_S787	NA19098	0.06625	0.07121	311848	3376	0.01	1	1713
03302017-B08_S788	NA18502	0.12317	0.06653	311848	3644	0.01	1	1850
03302017-B09_S789	NA18852	0.33295	0.00000	311848	676	0.00	1	569
03302017-B10_S790	NA19098	0.30580	0.08479	311848	945	0.00	1	810
03302017-B11_S791	NA18502	0.16810	0.08454	311848	2830	0.01	1	1373
03302017-B12_S792	NA18852	0.13223	0.08555	311848	2347	0.01	1	1304
03302017-C01_S793	NA18520	0.38145	0.07277	311848	1211	0.00	1	757
03302017-C02_S794	NA18520	0.56161	0.23605	311848	3870	0.01	1	1948
03302017-C03_S795	NA18852	0.39329	0.04504	311848	699	0.00	1	478
03302017-C04_S796	NA19098	0.17511	0.06778	311848	3282	0.01	1	1688
03302017-C05_S797	NA18852	0.17741	0.07403	311848	2483	0.01	1	1330
03302017-C06_S798	NA19098	0.20387	0.21251	311848	1138	0.00	1	815
03302017-C07_S799	NA18852	0.14324	0.09676	311848	2970	0.01	1	1548
03302017-C08_S800	NA19098	0.13462	0.05329	311848	3847	0.01	1	2003
03302017-C09_S801	NA19098	0.09420	0.04782	311848	3444	0.01	1	1778
03302017-C10_S802	NA18502	0.15774	0.08530	311848	4790	0.02	1	2304
03302017-C11_S803	NA18852	0.13803	0.03714	311848	2724	0.01	1	1481
03302017-C12_S804	NA18502	0.18231	0.06980	311848	3841	0.01	1	1890
03302017-D01_S805	NA18502	0.22859	0.09525	311848	3370	0.01	1	1776
03302017-D02_S806	NA19098	0.55698	0.21619	311848	574	0.00	1	473
03302017-D03_S807	NA18502	0.11592	0.05485	311848	4307	0.01	1	2122
03302017-D04_S808	NA18502	0.13951	0.10519	311848	3565	0.01	1	1683
03302017-D05_S809	NA18502	0.71259	0.05174	311848	575	0.00	1	448
03302017-D06_S810	NA18520	0.20256	0.16578	311848	3815	0.01	1	1905
03302017-D07_S811	NA18523	0.62204	0.49991	311848	228	0.00	1	189
03302017-D08_S812	NA18852	0.63274	0.07944	311848	591	0.00	1	478
03302017-D09_S813	NA18520	0.11815	0.10296	311848	3818	0.01	1	1932
03302017-D10_S814	NA19184	0.39046	0.26844	311848	156	0.00	1	141
03302017-D11_S815	NA18502	0.28485	0.03922	311848	1011	0.00	1	844
03302017-D12_S816	NA18502	0.16362	0.05907	311848	3112	0.01	1	1647
03302017-E01_S817	NA19098	0.58269	0.13840	311848	618	0.00	1	475
03302017-E02_S818	NA18520	0.17414	0.17249	311848	3965	0.01	1	1932
03302017-E03_S819	NA18852	0.15418	0.04251	311848	3657	0.01	1	1807
03302017-E04_S820	NA19098	0.12896	0.08855	311848	3293	0.01	1	1640
03302017-E05_S821	NA18502	0.22538	0.11328	311848	2869	0.01	1	1457
03302017-E06_S822	NA18852	0.19925	0.04511	311848	2181	0.01	1	1189
03302017-E07_S823	NA18520	0.51200	0.39691	311848	728	0.00	1	571
03302017-E08_S824	NA18502	0.17371	0.07444	311848	2963	0.01	1	1379
03302017-E09_S825	NA18502	0.20314	0.07236	311848	4913	0.02	1	2480
03302017-E10_S826	NA18520	0.15900	0.18690	311848	3241	0.01	1	1707
03302017-E11_S827	NA18852	0.12641	0.07907	311848	3189	0.01	1	1599
03302017-E12_S828	NA18502	0.27688	0.00000	311848	625	0.00	1	499
03302017-F01_S829	NA18520	0.23283	0.11811	311848	2058	0.01	1	1305
03302017-F02_S830	NA19098	0.54919	0.31723	311848	622	0.00	1	471
03302017-F03_S831	NA18502	0.17569	0.09986	311848	3453	0.01	1	1801
03302017-F04_S832	NA18520	0.22216	0.14944	311848	2824	0.01	1	1495
03302017-F05_S833	NA18852	0.15098	0.07548	311848	3906	0.01	1	2004
03302017-F06_S834	NA18520	0.22794	0.16672	311848	3057	0.01	1	1666
