experiment 	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
04132017	B11	1	1.562344795	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	B12	1	2.220504324	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C01	1	1.623018113	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C02	1	1.702712357	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C03	1	1.969047521	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C04	1	0.860083005	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C05	1	2.209330049	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C06	1	1.405175965	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C07	1	1.922414772	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C08	1	2.070796572	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C09	1	0.584223025	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C10	1	1.482515388	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C11	1	1.966582435	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	C12	1	1.838497802	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D01	1	1.641883132	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D02	1	0.825699142	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D03	1	1.930119369	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D04	1	0.577262256	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D05	1	2.00548436	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D06	1	1.604622795	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D07	1	1.599543055	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D08	1	1.992371559	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D09	1	1.827116958	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D10	1	1.964881255	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D11	0	0.421267334	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	D12	1	0.892920234	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E01	1	1.251354428	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E02	1	1.161047246	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E03	1	1.377922354	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E04	1	1.905838368	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E05	1	2.051583745	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E06	1	1.701971415	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E07	1	1.099740369	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E08	1	1.31203592	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E09	1	2.065438694	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E10	1	1.234650211	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E11	1	1.790714559	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	E12	1	1.774585462	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F01	1	1.756506012	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F02	1	0.874041711	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F03	1	2.3820103	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F04	1	2.05769746	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F05	1	1.443245395	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F06	1	1.902915148	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F07	1	0.678133005	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F08	1	1.584349857	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F09	1	2.130099704	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F10	1	0.755366506	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F11	1	1.249066007	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	F12	1	1.685026508	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G01	1	1.68523023	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G02	1	1.964106306	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G03	1	1.46295744	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G04	0	0.444684119	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G05	1	1.544254913	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G06	1	2.346073028	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G07	1	1.213616894	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G08	1	2.218332647	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G09	1	1.558363284	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G10	1	1.776168799	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G11	1	1.800184106	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	G12	0	0.49401056	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H01	1	2.051560302	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H02	1	0.963364604	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H03	1	1.508147137	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H04	0	0.475781668	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H05	0	0.588791628	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H06	1	0.595377931	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H07	1	2.290570401	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H08	1	2.304837965	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H09	1	1.979741673	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H10	0	0.517546674	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H11	1	1.439947678	1	18498	18520	18522	19203	50000	50	1:50000	3
04132017	H12	1	1.573725033	1	18498	18520	18522	19203	50000	50	1:50000	3
04142017	A01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A05	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	A12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B02	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B05	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	B12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C05	2	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	C12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D05	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	D12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E05	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E10	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E11	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	E12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F05	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F07	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	F12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G01	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G02	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G03	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G05	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G07	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	G12	1	NA	0	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H01	2	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H02	0	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H03	1	NA	0	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H04	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H05	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H06	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H07	2	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H08	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H09	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H10	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H11	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04142017	H12	1	NA	1	18498	18510	18520	19203	5000	25000	1:100000	2
04202017	A01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A11	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	A12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B05	2	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B11	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	B12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C11	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	C12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D11	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	D12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E07	0	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E11	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	E12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F11	0	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	F12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G01	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G11	0	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	G12	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H01	2	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H02	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H03	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H04	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H05	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H06	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H07	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H08	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H09	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H10	1	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H11	0	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
04202017	H12	0	NA	1	18498	18508	18856	19190	50000	50	1:100000	2
